time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-07-26T19:04:11.900Z,19.1965007781982,-155.480499267578,30,2.3,ml,52,82,,0.129999995,hv,hv72062037,2020-07-26T20:01:05.040Z,"0 km SSW of Pāhala, Hawaii",earthquake,0.45,0.639999986,0.15,5,automatic,hv,hv
2020-07-26T19:08:04.860Z,38.1357,-117.9633,9.8,1.6,ml,15,60.01,0.004,0.14,nn,nn00763562,2020-07-26T19:32:40.270Z,"31 km SSE of Mina, Nevada",earthquake,,1.2,,,automatic,nn,nn
2020-07-26T19:32:58.020Z,38.1635017,-122.4365005,11.17,1.4,md,6,211,0.04278,0.04,nc,nc73433671,2020-07-26T22:49:02.705Z,"9km NE of Black Point-Green Point, CA",earthquake,1.52,0.88,0.56,4,automatic,nc,nc
2020-07-26T19:38:15.080Z,38.2832,-117.7643,13.5,0.7,ml,8,182.21,0.038,0.06,nn,nn00763566,2020-07-26T19:45:57.535Z,"32 km ESE of Mina, Nevada",earthquake,,8,,,automatic,nn,nn
2020-07-26T19:43:44.940Z,35.9051667,-117.658,4.53,0.67,ml,11,144,0.04309,0.13,ci,ci38610162,2020-07-26T19:47:35.928Z,"23km E of Little Lake, CA",earthquake,0.43,0.63,0.19,7,automatic,ci,ci
2020-07-26T19:44:47.540Z,38.19,-117.7278,13,1.1,ml,12,186.41,0.045,0.05,nn,nn00763567,2020-07-26T19:49:58.838Z,"40 km SE of Mina, Nevada",earthquake,,1,,,automatic,nn,nn
2020-07-26T19:44:49.950Z,33.5051667,-116.7706667,9.65,0.24,ml,12,110,0.06622,0.18,ci,ci38610170,2020-07-26T19:48:36.830Z,"11km WSW of Anza, CA",earthquake,0.56,1.02,0.111,6,automatic,ci,ci
2020-07-26T19:52:23.200Z,33.3593333,-116.428,5.66,1.61,ml,65,26,0.09134,0.23,ci,ci38610178,2020-07-27T14:12:44.370Z,"12km NNW of Borrego Springs, CA",earthquake,0.21,0.93,0.218,26,reviewed,ci,ci
2020-07-26T19:53:41.990Z,19.1959991455078,-155.435836791992,34.6699981689453,2.27999997,md,51,140,,0.119999997,hv,hv72062067,2020-07-26T19:57:02.180Z,"4 km E of Pāhala, Hawaii",earthquake,0.58,0.769999981,0.920000017,23,automatic,hv,hv
2020-07-26T20:03:57.730Z,38.1897,-117.7452,14.8,1.6,ml,11,187.3,0.047,0.02,nn,nn00763572,2020-07-26T20:16:40.753Z,"38 km SE of Mina, Nevada",earthquake,,1.2,,,automatic,nn,nn
2020-07-26T20:04:25.517Z,38.1862,-117.7478,10.8,2,ml,26,70.71,0.041,0.1504,nn,nn00763574,2020-07-28T16:09:17.200Z,"38 km SE of Mina, Nevada",earthquake,,0.7,0.32,8,reviewed,nn,nn
2020-07-26T20:12:37.340Z,38.8193321,-122.8121643,2.95,0.77,md,19,52,0.004373,0.02,nc,nc73433686,2020-07-26T20:21:05.436Z,"7km NW of The Geysers, CA",earthquake,0.25,0.54,0.11,5,automatic,nc,nc
2020-07-26T20:14:01.400Z,33.2641667,-116.0838333,6.83,0.87,ml,29,58,0.08361,0.21,ci,ci38610194,2020-07-28T20:44:42.750Z,"12km WSW of Salton City, CA",earthquake,0.24,0.86,0.081,20,reviewed,ci,ci
2020-07-26T20:18:43.350Z,38.1913,-117.9792,3.5,1.9,ml,21,86.28,0.005,0.16,nn,nn00763579,2020-07-26T20:23:43.080Z,"24 km SSE of Mina, Nevada",earthquake,,0.6,,,automatic,nn,nn
2020-07-26T20:19:08.002Z,58.2473,-155.1337,0,1.1,ml,,,,0.37,ak,ak0209kbsy1t,2020-07-26T20:33:09.793Z,"85 km NNW of Karluk, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-07-26T20:19:20.965Z,38.1797,-117.9901,2.1,2,ml,20,94.47,0.02,0.1567,nn,nn00763582,2020-07-26T20:54:18.988Z,"25 km SSE of Mina, Nevada",earthquake,,0.6,0.3,8,reviewed,nn,nn
2020-07-26T20:22:09.060Z,38.1852,-117.8308,10.6,1.6,ml,15,117.86,0.064,0.12,nn,nn00763583,2020-07-26T20:32:00.298Z,"33 km SE of Mina, Nevada",earthquake,,0.9,,,automatic,nn,nn
2020-07-26T20:22:42.750Z,37.5326667,-113.9496667,5.22,2.39,ml,19,77,0.1022,0.24,uu,uu60403752,2020-07-27T14:43:59.119Z,"20 km WSW of Enterprise, Utah",earthquake,0.58,0.81,0.136,9,reviewed,uu,uu
2020-07-26T20:23:18.990Z,35.9156667,-117.7216667,7.9,0.67,ml,10,109,0.0662,0.06,ci,ci38610210,2020-07-27T14:11:06.425Z,"17km E of Little Lake, CA",earthquake,0.19,0.56,0.218,8,reviewed,ci,ci
2020-07-26T20:27:29.020Z,18.0016,-66.6611,13,3,md,22,170,0.0686,0.11,pr,pr2020208005,2020-07-27T04:30:24.534Z,"4 km WSW of Ponce, Puerto Rico",earthquake,0.36,0.23,0.31,17,reviewed,pr,pr
2020-07-26T20:35:34.674Z,62.3638,-149.4344,13.8,1.1,ml,,,,0.51,ak,ak0209kbwfjw,2020-07-26T20:41:52.112Z,"31 km NE of Y, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-07-26T20:36:29.610Z,37.6026667,-118.9023333,2.63,2.13,md,27,93,0.01395,0.04,nc,nc73433691,2020-07-28T00:33:04.889Z,"8km ESE of Mammoth Lakes, CA",earthquake,0.23,0.34,0.219,23,reviewed,nc,nc
2020-07-26T20:41:22.170Z,33.7126667,-117.4476667,9.75,1.04,ml,26,47,0.05649,0.13,ci,ci38610226,2020-07-27T13:36:07.193Z,"12km WNW of Lake Elsinore, CA",earthquake,0.22,0.38,0.232,28,reviewed,ci,ci
2020-07-26T20:45:29.715Z,62.4822,-150.7003,63,1.3,ml,,,,0.78,ak,ak0209kbykbr,2020-07-26T20:52:45.827Z,"3 km ESE of Petersville, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-07-26T20:46:12.590Z,36.0385,-117.8586667,2.1,0.98,ml,11,132,0.04005,0.1,ci,ci38610234,2020-07-26T20:49:57.285Z,"8km E of Coso Junction, CA",earthquake,0.25,0.27,0.22,15,automatic,ci,ci
2020-07-26T20:57:42.660Z,17.975,-66.8448,10,2.45,md,21,179,0.0344,0.18,pr,pr2020208004,2020-07-26T21:29:11.802Z,"3 km SW of Indios, Puerto Rico",earthquake,0.43,0.37,0.27,11,reviewed,pr,pr
2020-07-26T20:58:45.410Z,37.4941667,-118.8355,6.38,1.31,md,20,125,0.09583,0.04,nc,nc73433696,2020-07-27T20:59:10.852Z,"16km WSW of Toms Place, CA",earthquake,0.3,1.34,0.116,19,reviewed,nc,nc
2020-07-26T21:02:50.570Z,38.044,-118.7345,-2.11,2.4,md,38,91,0.275,0.05,nc,nc73433701,2020-07-28T07:27:04.660Z,"31km SE of Bodie, CA",earthquake,0.24,2.5,0.202,35,reviewed,nc,nc
2020-07-26T21:04:51.350Z,36.57716667,-98.3285,7,1.26,ml,26,78,0.1511703352,0.16,ok,ok2020opux,2020-07-27T20:27:47.363Z,"6 km WNW of Helena, Oklahoma",earthquake,,0.5,0.07,4,reviewed,ok,ok
2020-07-26T21:05:17.620Z,36.3535,-97.35633333,6.99,1.71,ml,71,35,0.09628110636,0.24,ok,ok2020opuw,2020-07-27T20:26:38.876Z,"9 km NW of Perry, Oklahoma",earthquake,,0.5,0.17,11,reviewed,ok,ok
2020-07-26T21:05:55.480Z,66.7668,-142.8707,0,1.5,ml,,,,0.57,ak,ak0209kcbha4,2020-07-26T21:11:00.825Z,"39 km ENE of Chalkyitsik, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-07-26T21:06:05.480Z,36.5616667,-118.0136667,5.53,1.81,ml,25,88,0.1328,0.16,ci,ci38610250,2020-07-28T00:11:43.830Z,"6km ESE of Lone Pine, CA",earthquake,0.23,0.64,0.139,21,reviewed,ci,ci
2020-07-26T21:07:45.350Z,38.8243332,-122.7785034,2.11,0.56,md,8,141,0.009088,0.02,nc,nc73433711,2020-07-26T21:49:04.259Z,"5km W of Cobb, CA",earthquake,0.74,1.1,,1,automatic,nc,nc
2020-07-26T21:13:10.845Z,43.8073,147.5942,52.21,4.6,mb,,173,3.624,0.61,us,us6000b4he,2020-07-27T21:30:55.040Z,"70 km E of Shikotan, Russia",earthquake,10.2,8.6,0.057,92,reviewed,us,us
2020-07-26T21:13:39.273Z,58.2643,-133.2086,5,3.2,ml,,72,0.692,0.79,us,us6000b4hb,2020-07-27T22:07:09.040Z,"71 km E of Juneau, Alaska",earthquake,2.6,2,0.051,51,reviewed,us,us
2020-07-26T21:17:54.220Z,19.3493328094482,-155.228668212891,31.6100006103516,2.01999998,md,33,59,,0.0900000036,hv,hv72062107,2020-07-26T21:21:18.310Z,"10 km S of Volcano, Hawaii",earthquake,0.67,1.16999996,0.860000014,3,automatic,hv,hv
2020-07-26T21:20:06.205Z,61.7513,-149.5421,39,1.2,ml,,,,0.4,ak,ak0209kcel7w,2020-07-26T21:43:50.313Z,"14 km NNE of Meadow Lakes, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-07-26T21:22:25.250Z,33.17,-115.6086667,2.08,0.83,ml,6,175,0.009471,0.13,ci,ci38610266,2020-07-28T00:16:21.354Z,"10km WNW of Calipatria, CA",earthquake,1.55,1.24,0.254,5,reviewed,ci,ci
2020-07-26T21:25:14.210Z,33.345,-116.3593333,11.93,0.76,ml,14,82,0.04509,0.13,ci,ci38610258,2020-07-26T21:29:00.521Z,"10km N of Borrego Springs, CA",earthquake,0.27,0.58,0.058,13,automatic,ci,ci
2020-07-26T21:26:22.340Z,35.9823341,-120.5458298,2.31,1.3,md,19,77,0.02556,0.06,nc,nc73433721,2020-07-27T01:33:05.157Z,"14km NW of Parkfield, CA",earthquake,0.27,0.74,0.23,7,automatic,nc,nc
2020-07-26T21:26:57.950Z,40.778,-111.9915,6.85,1.46,ml,26,56,0.02779,0.15,uu,uu60403757,2020-07-27T17:13:34.900Z,"8 km WNW of Salt Lake City, Utah",earthquake,0.29,0.5,0.14,6,reviewed,uu,uu
2020-07-26T21:27:30.170Z,38.2085,-117.738,13.7,1.8,ml,19,126.02,0.016,0.1,nn,nn00763597,2020-07-26T21:35:23.657Z,"38 km ESE of Mina, Nevada",earthquake,,1.4,,,automatic,nn,nn
2020-07-26T21:33:49.150Z,37.5902,-117.7673,5.2,1.1,ml,8,125.56,0.229,0.16,nn,nn00763600,2020-07-26T21:48:17.694Z,"California-Nevada border region",earthquake,,3.4,,,automatic,nn,nn
2020-07-26T21:35:53.174Z,54.7791,-160.1163,33.62,4.9,mww,,127,0.309,0.71,us,us6000b4hr,2020-07-27T23:26:03.814Z,"66 km SSE of Sand Point, Alaska",earthquake,4.3,4.5,0.06,27,reviewed,us,us
2020-07-26T21:46:31.082Z,62.1545,-149.5347,53.6,2.2,ml,,,,0.45,ak,ak0209kck7q4,2020-07-26T22:38:47.493Z,"Central Alaska",earthquake,,1,,,automatic,ak,ak
2020-07-26T21:49:08.740Z,37.579,-118.8726667,1.65,0.07,md,7,243,0.03631,0.03,nc,nc73433736,2020-07-27T17:25:03.676Z,"11km SE of Mammoth Lakes, CA",earthquake,0.59,1.48,0.155,6,reviewed,nc,nc
2020-07-26T21:51:59.430Z,35.578,-117.5368333,7.2,0.75,ml,3,242,0.06142,0.04,ci,ci38610298,2020-07-28T00:18:22.847Z,"13km ESE of Ridgecrest, CA",earthquake,1.24,31.61,0.146,1,reviewed,ci,ci
2020-07-26T21:56:48.720Z,19.2094993591309,-155.464172363281,35.0800018310547,2.13000011,md,45,101,,0.109999999,hv,hv72062132,2020-07-26T21:59:57.440Z,"1 km ENE of Pāhala, Hawaii",earthquake,0.54,0.720000029,1.84000003,10,automatic,hv,hv
2020-07-26T21:57:10.420Z,32.3888333,-115.2645,2.97,2.7,ml,25,103,0.04592,0.28,ci,ci38610306,2020-07-27T23:30:01.040Z,"8km WNW of Delta, B.C., MX",earthquake,0.61,0.87,0.141,26,automatic,ci,ci
2020-07-26T22:01:23.541Z,0.5311,98.5762,55.91,4.9,mb,,91,1.261,0.55,us,us6000b4id,2020-07-27T23:45:19.040Z,"121 km SW of Padangsidempuan, Indonesia",earthquake,6.5,2.4,0.069,67,reviewed,us,us
2020-07-26T22:24:08.560Z,38.1327,-118.067,1.7,0.9,ml,12,164.64,0.043,0.11,nn,nn00763601,2020-07-26T22:38:39.777Z,"28 km S of Mina, Nevada",earthquake,,12.1,,,automatic,nn,nn
2020-07-26T22:30:53.790Z,42.3441667,-111.4355,-3.21,1.66,ml,17,106,0.3436,0.2,uu,uu60403762,2020-07-28T19:47:48.330Z,"10 km WSW of Bennington, Idaho",earthquake,0.7,6.57,0.189,4,reviewed,uu,uu
2020-07-26T22:37:03.270Z,19.4356670379639,-155.613662719727,-0.330000013113022,1.73000002,md,20,108,,0.280000001,hv,hv72062167,2020-07-26T22:40:10.060Z,"26 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.53,0.800000012,0.75999999,7,automatic,hv,hv
2020-07-26T22:50:13.780Z,38.7944984,-122.8351669,17.27,0.68,md,9,183,0.01509,0.12,nc,nc73433761,2020-07-26T23:16:03.867Z,"7km WNW of The Geysers, CA",earthquake,2.84,11.13,,1,automatic,nc,nc
2020-07-26T22:53:50.770Z,33.586,-116.8045,6.94,0.57,ml,30,40,0.03458,0.15,ci,ci38610354,2020-07-28T15:17:06.020Z,"13km WNW of Anza, CA",earthquake,0.22,0.49,0.155,14,reviewed,ci,ci
2020-07-26T22:57:10.599Z,63.2394,-151.1236,0,1.5,ml,,,,0.71,ak,ak0209kd7ynm,2020-07-26T23:05:44.622Z,"45 km SE of Denali National Park, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-07-26T23:01:51.010Z,65.8917,-151.0337,12.8,1.6,ml,,,,0.82,ak,ak0209kdhha3,2020-07-26T23:08:55.939Z,"58 km NW of Rampart, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-07-26T23:02:35.480Z,19.3661670684814,-155.116500854492,6.28999996185303,2.27,ml,44,125,,0.150000006,hv,hv72062187,2020-07-26T23:46:27.040Z,"11 km S of Fern Forest, Hawaii",earthquake,0.39,0.519999981,3.28,13,automatic,hv,hv
2020-07-26T23:04:17.280Z,36.13333333,-98.1715,6,0.89,ml,38,70,0.1745657442,0.23,ok,ok2020opyu,2020-07-27T20:20:38.390Z,"12 km S of Ames, Oklahoma",earthquake,,0.7,0.18,5,reviewed,ok,ok
2020-07-26T23:07:42.330Z,37.5311667,-113.9456667,5.21,1.11,md,9,86,0.09889,0.19,uu,uu60403767,2020-07-28T19:49:54.030Z,"20 km WSW of Enterprise, Utah",earthquake,0.69,2.38,0.224,7,reviewed,uu,uu
2020-07-26T23:09:35.359Z,64.9747,-147.4653,0,0.8,ml,,,,1.27,ak,ak0209kdj5tp,2020-07-26T23:35:22.419Z,"7 km ENE of Fox, Alaska",earthquake,,29.3,,,automatic,ak,ak
2020-07-26T23:09:54.790Z,38.1442,-117.954,7.3,1.3,ml,10,101.7,0.021,0.13,nn,nn00763606,2020-07-26T23:19:20.241Z,"30 km SSE of Mina, Nevada",earthquake,,1.3,,,automatic,nn,nn
2020-07-26T23:10:11.920Z,35.8728333,-117.7183333,9.7,1.27,ml,18,87,0.07446,0.13,ci,ci38610378,2020-07-26T23:21:28.080Z,"18km ESE of Little Lake, CA",earthquake,0.27,0.57,0.212,20,automatic,ci,ci
2020-07-26T23:17:50.530Z,38.1587,-117.9407,11.2,0.7,ml,10,74.85,0.028,0.12,nn,nn00763608,2020-07-26T23:22:00.235Z,"29 km SSE of Mina, Nevada",earthquake,,1.1,,,automatic,nn,nn
2020-07-26T23:19:55.725Z,58.2945,-133.497,6.46,3,ml,,63,0.539,0.47,us,us6000b4iu,2020-07-27T01:58:04.040Z,"54 km E of Juneau, Alaska",earthquake,2.2,6.2,0.057,41,reviewed,us,us
2020-07-26T23:25:03.630Z,37.656,-118.9076667,3.11,0.88,md,14,88,0.001884,0.06,nc,nc73433781,2020-07-27T20:28:23.697Z,"7km ENE of Mammoth Lakes, CA",earthquake,0.41,0.56,0.199,13,reviewed,nc,nc
2020-07-26T23:39:25.900Z,19.3356666564941,-155.13916015625,3.53999996185303,1.85000002,md,43,114,,0.189999998,hv,hv72062202,2020-07-26T23:42:49.020Z,"14 km S of Fern Forest, Hawaii",earthquake,0.45,2.1099999,0.959999979,27,automatic,hv,hv
2020-07-26T23:48:19.756Z,59.7487,-153.086,104.1,3.3,ml,,,,0.66,ak,ak0209kdrhet,2020-07-27T00:57:44.040Z,"57 km E of Pedro Bay, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-07-26T23:51:50.450Z,19.4379997253418,-155.606506347656,-1.82000005245209,1.97000003,md,23,90,,0.389999986,hv,hv72062212,2020-07-26T23:55:10.200Z,"27 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.49,0.649999976,0.360000014,9,automatic,hv,hv
2020-07-26T23:54:34.223Z,60.045,-151.5141,64.5,1.2,ml,,,,0.36,ak,ak0209kdssw6,2020-07-27T05:55:58.237Z,"8 km E of Ninilchik, Alaska",earthquake,,1.4,,,reviewed,ak,ak
2020-07-27T00:10:24.032Z,64.941,-147.2948,0.5,1,ml,,,,0.52,ak,ak0209lndq9g,2020-07-27T00:29:26.918Z,"14 km WNW of Two Rivers, Alaska",earthquake,,1,,,automatic,ak,ak
2020-07-27T00:11:45.030Z,38.8344994,-122.8063354,1.95,0.56,md,11,60,0.01147,0.02,nc,nc73433821,2020-07-27T00:52:04.468Z,"7km W of Cobb, CA",earthquake,0.33,0.88,,1,automatic,nc,nc
2020-07-27T00:14:18.440Z,37.5041656,-121.8111649,1.14,1.12,md,5,126,0.0544,0.01,nc,nc73433826,2020-07-27T03:38:02.991Z,"12km NE of Milpitas, CA",earthquake,1.07,2.69,0.25,5,automatic,nc,nc
2020-07-27T00:22:37.999Z,63.2274,-151.0213,0,2.2,ml,,,,1.09,ak,ak0209lngbub,2020-07-27T00:37:39.400Z,"49 km SE of Denali National Park, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-07-27T00:29:34.870Z,35.7815,-117.572,2.58,0.66,ml,14,132,0.1558,0.13,ci,ci38610426,2020-07-28T00:27:15.916Z,"15km W of Searles Valley, CA",earthquake,0.26,1.06,0.153,9,reviewed,ci,ci
2020-07-27T00:37:11.200Z,35.7151667,-117.5505,10.19,0.71,ml,15,92,0.1121,0.13,ci,ci38610434,2020-07-28T18:26:49.351Z,"14km WSW of Searles Valley, CA",earthquake,0.34,1.21,0.117,11,reviewed,ci,ci
2020-07-27T00:37:32.840Z,35.7136667,-117.568,4.21,2.13,ml,37,53,0.09998,0.17,ci,ci38610442,2020-07-28T18:39:44.530Z,"14km NE of Ridgecrest, CA",earthquake,0.17,0.53,0.16,44,reviewed,ci,ci
2020-07-27T00:40:32.880Z,19.5171661376953,-155.295333862305,5.3600001335144,1.95000005,md,47,119,,0.189999998,hv,hv72062242,2020-07-27T00:44:03.940Z,"10 km NW of Volcano, Hawaii",earthquake,0.46,1,1.29999995,34,automatic,hv,hv
2020-07-27T00:49:53.360Z,37.65,-118.8291667,6.37,0.24,md,8,266,0.01315,0.03,nc,nc73433861,2020-07-27T17:39:04.835Z,"13km E of Mammoth Lakes, CA",earthquake,1.18,1.66,0.151,7,reviewed,nc,nc
2020-07-27T00:51:05.112Z,38.1741,-117.8662,6.8,2.3,ml,27,42.56,0.013,0.1355,nn,nn00763612,2020-07-28T02:21:02.984Z,"32 km SE of Mina, Nevada",earthquake,,0.6,0.32,14,reviewed,nn,nn
2020-07-27T00:52:47.710Z,17.9275,-66.9508,10,3.03,md,22,226,0.086,0.12,pr,pr2020209000,2020-07-27T01:17:05.485Z,"6 km SW of Guánica, Puerto Rico",earthquake,0.54,0.45,0.14,16,reviewed,pr,pr
2020-07-27T01:02:51.290Z,33.3721667,-116.3898333,11.1,0.75,ml,32,55,0.04914,0.2,ci,ci38610466,2020-07-28T18:46:53.661Z,"13km N of Borrego Springs, CA",earthquake,0.26,0.5,0.141,8,reviewed,ci,ci
2020-07-27T01:06:15.590Z,38.1805,-117.8972,3.6,0.8,ml,15,98.04,0.011,0.08,nn,nn00763617,2020-07-27T01:11:36.675Z,"29 km SE of Mina, Nevada",earthquake,,1,,,automatic,nn,nn
2020-07-27T01:10:37.010Z,36.4508333,-117.954,8.2,1.79,ml,16,146,0.1023,0.15,ci,ci38610482,2020-07-27T13:34:32.460Z,"18km SE of Lone Pine, CA",earthquake,0.37,0.86,0.191,22,reviewed,ci,ci
2020-07-27T01:10:48.274Z,62.0968,-145.2083,28.5,1.1,ml,,,,0.63,ak,ak0209lnz7p2,2020-07-27T01:22:20.709Z,"11 km NE of Silver Springs, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-07-27T01:11:15.570Z,36.4023333,-117.8426667,1,1.63,ml,19,110,0.1512,0.19,ci,ci38610490,2020-07-27T13:34:23.181Z,"20km NE of Olancha, CA",earthquake,0.6,1.49,0.134,22,reviewed,ci,ci
2020-07-27T01:11:49.176Z,69.3186,-144.7621,24,1.6,ml,,,,1.09,ak,ak0209lnzfhe,2020-07-27T01:20:08.905Z,"100 km SSW of Kaktovik, Alaska",earthquake,,1.3,,,automatic,ak,ak
2020-07-27T01:12:44.424Z,41.9001,148.3641,10,4.6,mb,,97,3.884,0.55,us,us6000b4ja,2020-07-27T01:26:28.040Z,"250 km SSE of Shikotan, Russia",earthquake,11.2,1.9,0.058,89,reviewed,us,us
2020-07-27T01:29:45.260Z,37.6418333,-118.8423333,6.03,0.66,md,14,96,0.006421,0.07,nc,nc73433896,2020-07-27T17:48:03.888Z,"12km E of Mammoth Lakes, CA",earthquake,0.63,1.03,0.131,11,reviewed,nc,nc
2020-07-27T01:30:07.330Z,38.8146667,-122.8073349,1.66,0.94,md,14,46,0.008974,0.02,nc,nc73433891,2020-07-27T01:47:03.242Z,"6km NW of The Geysers, CA",earthquake,0.27,0.57,0.24,2,automatic,nc,nc
2020-07-27T01:31:14.129Z,60.1792,-151.1312,68.8,1.3,ml,,,,0.39,ak,ak0209lo3n3o,2020-07-27T01:38:45.250Z,"15 km ESE of Clam Gulch, Alaska",earthquake,,1.5,,,automatic,ak,ak
2020-07-27T01:39:01.430Z,33.1971667,-116.7323333,6.85,0.67,ml,31,47,0.0446,0.16,ci,ci38610514,2020-07-28T18:56:17.885Z,"6km SSE of Lake Henshaw, CA",earthquake,0.19,0.32,0.149,10,reviewed,ci,ci
2020-07-27T01:49:56.270Z,38.2272,-117.8882,6.3,0.5,ml,11,114.71,0.018,0.09,nn,nn00763624,2020-07-27T01:53:16.553Z,"26 km SE of Mina, Nevada",earthquake,,2.1,,,automatic,nn,nn
2020-07-27T01:51:28.900Z,38.22,-117.7235,9.2,1.1,ml,10,121.78,0.037,0.03,nn,nn00763626,2020-07-27T01:58:36.595Z,"38 km ESE of Mina, Nevada",earthquake,,2.3,,,automatic,nn,nn
2020-07-27T01:51:49.340Z,33.5726667,-116.8095,8.16,0.54,ml,23,90,0.04331,0.18,ci,ci38610530,2020-07-27T13:33:54.178Z,"13km W of Anza, CA",earthquake,0.43,0.69,0.126,14,reviewed,ci,ci
2020-07-27T01:52:02.050Z,33.6513333,-116.7185,12.98,1.1,ml,38,57,0.05979,0.14,ci,ci38610538,2020-07-27T13:34:25.680Z,"10km S of Idyllwild, CA",earthquake,0.2,0.36,0.238,27,reviewed,ci,ci
2020-07-27T02:04:40.530Z,37.6396667,-118.84,4.38,0.06,md,7,98,0.003691,0.02,nc,nc73433906,2020-07-27T17:53:02.919Z,"12km E of Mammoth Lakes, CA",earthquake,0.73,1.63,0.232,8,reviewed,nc,nc
2020-07-27T02:04:56.823Z,38.1402,-117.9774,9.4,1,ml,20,135.03,0.014,0.1086,nn,nn00763631,2020-07-28T02:21:09.049Z,"30 km SSE of Mina, Nevada",earthquake,,0.8,0.26,9,reviewed,nn,nn
2020-07-27T02:05:03.420Z,35.8915,-117.706,6.74,1.55,ml,31,31,0.07215,0.13,ci,ci38610554,2020-07-28T20:24:59.980Z,"19km ESE of Little Lake, CA",earthquake,0.14,0.32,0.256,24,reviewed,ci,ci
2020-07-27T02:05:24.090Z,37.651,-118.9088333,1.58,0.21,md,7,92,0.004571,0.04,nc,nc73433911,2020-07-27T18:03:04.976Z,"6km ENE of Mammoth Lakes, CA",earthquake,0.8,0.87,0.052,5,reviewed,nc,nc
2020-07-27T02:14:32.870Z,38.1643,-117.9932,6,1.5,ml,22,88.42,0.039,0.12,nn,nn00763634,2020-07-27T02:18:57.557Z,"27 km SSE of Mina, Nevada",earthquake,,0.4,,,automatic,nn,nn
2020-07-27T02:16:58.100Z,35.8685,-117.6871667,2.88,1.02,ml,16,96,0.08467,0.16,ci,ci38610570,2020-07-27T02:20:43.531Z,"21km ESE of Little Lake, CA",earthquake,0.32,1.41,0.1,12,automatic,ci,ci
2020-07-27T02:21:37.440Z,37.6411667,-118.8353333,4.1,0.06,md,7,151,0.003231,0.02,nc,nc73433916,2020-07-27T17:37:47.910Z,"13km E of Mammoth Lakes, CA",earthquake,0.77,1.85,0.229,8,reviewed,nc,nc
2020-07-27T02:24:21.140Z,33.6655,-116.7626667,12.04,0.22,ml,19,57,0.06091,0.17,ci,ci38610578,2020-07-27T02:28:10.830Z,"9km SSW of Idyllwild, CA",earthquake,0.44,0.72,0.058,5,automatic,ci,ci
2020-07-27T02:29:47.769Z,47.6836,154.175,35,4.7,mb,,133,5.879,0.79,us,us6000b4jz,2020-07-27T03:59:30.040Z,"Kuril Islands",earthquake,9,2,0.03,324,reviewed,us,us
2020-07-27T02:32:43.660Z,38.1478,-117.9745,0.9,0.8,ml,10,124.98,0.012,0.06,nn,nn00763637,2020-07-27T02:51:06.129Z,"29 km SSE of Mina, Nevada",earthquake,,0.5,,,automatic,nn,nn
2020-07-27T02:39:14.230Z,35.8388333,-117.6476667,7.55,1.01,ml,19,65,0.09993,0.14,ci,ci38610594,2020-07-27T02:43:02.562Z,"23km WNW of Searles Valley, CA",earthquake,0.3,0.91,0.156,13,automatic,ci,ci
2020-07-27T02:39:21.310Z,40.7308333,-112.0725,8.76,0.81,md,17,75,0.02305,0.11,uu,uu60403772,2020-07-27T17:16:42.130Z,"3 km NE of Magna, Utah",earthquake,0.34,0.54,0.215,8,reviewed,uu,uu
2020-07-27T02:42:32.830Z,38.7610016,-122.7173309,1.73,0.97,md,10,114,0.01583,0.04,nc,nc73433931,2020-07-27T03:11:04.338Z,"3km SW of Anderson Springs, CA",earthquake,0.34,0.45,0.06,4,automatic,nc,nc
2020-07-27T02:48:57.290Z,35.6945,-117.5123333,0.72,0.61,ml,9,160,0.1152,0.18,ci,ci38610602,2020-07-27T02:52:42.735Z,"13km SW of Searles Valley, CA",earthquake,0.84,1.52,0.138,8,automatic,ci,ci
2020-07-27T02:49:21.840Z,33.4891667,-116.7716667,7,1.71,ml,63,22,0.03332,0.2,ci,ci38610610,2020-07-27T13:33:22.240Z,"10km ENE of Aguanga, CA",earthquake,0.17,0.63,0.108,26,reviewed,ci,ci
2020-07-27T02:49:36.500Z,38.1792,-117.889,12.6,1.1,ml,19,78.25,0.029,0.08,nn,nn00763638,2020-07-27T03:00:07.158Z,"30 km SE of Mina, Nevada",earthquake,,0.7,,,automatic,nn,nn
2020-07-27T02:51:07.539Z,59.4334,-152.609,61.2,1.4,ml,,,,0.54,ak,ak0209lotciu,2020-07-27T02:59:21.422Z,"40 km WNW of Nanwalek, Alaska",earthquake,,1.1,,,automatic,ak,ak
